q_tag,path,title,summary,created-on,last-modified
1475,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/April/eating_disorder,Emirati Girls Starve Themselves to Look Pretty in a Dress,A ZU study reveals that many students suffer from abnormal eating attitudes.,nan,nan
1476,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/April/vitamin_D,Get Out in the Sun to Boost Vitamin D,Scientists at ZU have found a strong link between vitamin D deficiency and depression.,nan,nan
1477,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/January/Bristol_Rhys_Migrant_Group,Jane Bristol-Rhys Attends Migrant Labour Working Group,Jane Bristol-Rhys has been invited to participate in the Center for International and Regional Studies (CIRS) Georgetown/Doha major research initiative on migrant labor in the Gulf.,nan,nan
1478,https://www.zu.ac.ae/main/en/research/_hidden-events_news/calendar,Calendar of Events,nan,nan,nan
1479,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2009/stds_Amb_Germany,Student Delegation Meets UAE Ambassador to Germany,"A student delegation from Zayed University met with the UAE Ambassador to Germany, in Berlin, as part of the S.S. Lootah Group sponsored 'Innovation Culture Project'",nan,nan
1480,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2009/ZU_students_at_NYU,ZU Students Selected for NYU Study Program,Twenty students from UAE universities have been chosen for a high-profile scholars’ programme that will see them travel to the US,nan,nan
1481,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2009/drew_gardner_fellowship,Dr Drew Gardner -  Provost's Research Fellowship Recipient,Professor Drew Gardner returns from his forays into the UAE hinterlands in an ambitious project to log the calls of all eight of the UAE’s known bat species,nan,nan
1482,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/June/secret_UAE_identity_book,Students showcase talent at ZU symposium,"A book titled, The Secrets Behind the UAE Identity, contains basic information about undiscovered culture and ways of living",nan,nan
1483,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/May/Bin_Hamoodah_Chair,Endowed Chair Supports Research in Public Health,A generous AED 10 million gift launches the ZU Endowment Fund,nan,nan
1484,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/May/URC_2010,Second Annual Undergraduate Research Conference on Applied Computing,URC 2010 provides a forum for undergraduate students to present their research ideas and prototypes and interact with other young researchers,nan,nan
1485,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/April/eating_disorder,Emirati Girls Starve Themselves to Look Pretty in a Dress,A ZU study reveals that many students suffer from abnormal eating attitudes.,nan,nan
1486,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/April/vitamin_D,Get Out in the Sun to Boost Vitamin D,Scientists at ZU have found a strong link between vitamin D deficiency and depression.,nan,nan
1487,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2010/January/Bristol_Rhys_Migrant_Group,Jane Bristol-Rhys Attends Migrant Labour Working Group,Jane Bristol-Rhys has been invited to participate in the Center for International and Regional Studies (CIRS) Georgetown/Doha major research initiative on migrant labor in the Gulf.,nan,nan
1488,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2011/October/Justin_Dargin,"Justin Dargin - Energy Research Fellow for Belfer Center for Science and International Affairs, Dubai Initiative at Harvard University",The office of Research at Zayed University was pleased to present a Research Session by Justin Dargin,nan,nan
1489,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2011/June/The_National1,Summer Programme Spurs Young Researchers,"DUBAI - Twenty of Zayed University's best-performing students have completed a two-week training programme to entice them into the world of research.

",nan,nan
1490,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2011/April/Undergrad_Research_Week,"Undergraduate Research Week April 11-15, 2011","In celebration and support of the Undergraduate Research in the United States 
",nan,nan
1491,https://www.zu.ac.ae/main/en/research/_hidden-events_news/2011/January/URSP_Module1,URSP - Undergraduate Research Scholars Complete Module 1.1,"The Zayed University Undergraduate Research Scholars Program (ZU URSP), an Office of Research initiative,  completed the Fall semester of its Module 1 in January 2011.  During this module selected scholars, who came from different colleges and departments of  Zayed University, went through a series of lectures and hosted guest speaker sessions that enhanced their insight into the field of research and continued research learning, which started with an intensive Summer Institute Program in 2010. ",nan,nan
1492,https://www.zu.ac.ae/main/en/research/_hidden-events_news/index,Current News,nan,nan,nan
1493,https://www.zu.ac.ae/main/en/research/_hidden-events_news/January_2019/News_test,Emirati Girls Starve Themselves to Look Pretty in a Dress,A ZU study reveals that many students suffer from abnormal eating attitudes.,nan,nan
1494,https://www.zu.ac.ae/main/en/research/News_Letter/index,Research Newsletter,nan,nan,nan
1495,https://www.zu.ac.ae/main/en/research/ISER/contact,Contact Us,nan,nan,nan
1496,https://www.zu.ac.ae/main/en/research/ISER/about,About ISER,nan,nan,nan
1497,https://www.zu.ac.ae/main/en/research/ISER/index,Welcome to ISER,nan,nan,nan
1498,https://www.zu.ac.ae/main/en/research/lhebc/_blog/index,Blog,nan,nan,nan
1499,https://www.zu.ac.ae/main/en/research/lhebc/about,About the cluster,nan,nan,nan
1500,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/a-bilingual-writer-corpus-for-research-on-biliteracy,A bilingual writer corpus for research on biliteracy,nan,nan,nan
1501,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/creative-translanguaging-in-teacher-education,Creative translanguaging in teacher education,nan,nan,nan
1502,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/digital-reading-social-media-and-the-change-laboratory-approach,"Digital reading, social media and the Change Laboratory approach",nan,nan,nan
1503,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/surrey-meets-syracuse-collaborative-research-meeting-in-upstate-new-york,Surrey meets Syracuse: collaborative research meeting in Upstate New York,nan,nan,nan
1504,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/translanguaging-in-south-african-higher-education,Translanguaging in South African Higher Education,nan,nan,nan
1505,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/will-students-get-better-scores-on-a-math-test-if-the-language-of-the-test-is-simplified-probably-not,Will students get better scores on a math test if the language of the test is simplified? Probably not.,nan,nan,nan
1506,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/a-textbook-for-esl-media-writers,A textbook for ESL media writers,nan,nan,nan
1507,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/monolingual-immersion-vs-translanguaging-in-the-arabic-fl-classroom,Monolingual immersion versus translanguaging in the Arabic foreign language classroom,nan,nan,nan
1508,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/student-talk-in-seminars-does-tutor-attitude-matter,Student talk in seminars: Does the tutor's attitude matter?,nan,nan,nan
1509,https://www.zu.ac.ae/main/en/research/lhebc/_blog/_blog-pages/why-languaging,"Why ""languaging""?",nan,nan,nan
1510,https://www.zu.ac.ae/main/en/research/lhebc/_blog/index,Blog,nan,nan,nan
1511,https://www.zu.ac.ae/main/en/research/publications/recent-publications,Recent Publications,nan,nan,nan
1512,https://www.zu.ac.ae/main/en/research/publications/books-and-reports,Books And Reports,nan,nan,nan
1513,https://www.zu.ac.ae/main/en/research/publications/working-papers,Working Paper,nan,nan,nan
1514,https://www.zu.ac.ae/main/en/research/publications/wps-manuscript-processing,WPS manuscript processing,nan,nan,nan
1515,https://www.zu.ac.ae/main/en/research/publications/submission-guidelines,Submission Guidelines,nan,nan,nan
1516,https://www.zu.ac.ae/main/en/research/publications/index,About ZU Working Paper Series,nan,nan,nan
1517,https://www.zu.ac.ae/main/en/research/for_students/research_assistant,Research Assistants,nan,nan,nan
1518,https://www.zu.ac.ae/main/en/research/for_students/graduate_research/about_page,Graduate Research,nan,nan,nan
1519,https://www.zu.ac.ae/main/en/research/for_students/index,Research,nan,nan,nan
1520,https://www.zu.ac.ae/main/en/research/for_researchers/_hidden-Networking/index,Networking,nan,nan,nan
1521,https://www.zu.ac.ae/main/en/research/for_researchers/sharing_your_results/journal_ranking,About Journal Rankings,nan,nan,nan
1522,https://www.zu.ac.ae/main/en/research/for_researchers/sharing_your_results/index,Presentation Options,nan,nan,nan
1523,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/faqs,FAQs,nan,nan,nan
1524,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/index,Research Ethics Committee,nan,nan,nan
1525,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/informed_consent,Informed Consent,nan,nan,nan
1526,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/CITI_training,Research Ethics Training,nan,nan,nan
1527,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/ethical_clearance,Ethical Clearance for Research,nan,nan,nan
1528,https://www.zu.ac.ae/main/en/research/for_researchers/grant-management/closing,Closing the Award,nan,nan,nan
1529,https://www.zu.ac.ae/main/en/research/for_researchers/grant-management/maintaining,Maintaining the Award,nan,nan,nan
1530,https://www.zu.ac.ae/main/en/research/for_researchers/index,Getting Started,nan,nan,nan
1531,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/Clusters,Research Clusters,nan,nan,nan
1532,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/RIF_recipients_2010,RIF Recipients 2010,nan,nan,nan
1533,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/provost_res_fellow_recipients,Provost Research Fellowship Award Recipients,nan,nan,nan
1534,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/international_research,International Research Funding Opportunities ,nan,nan,nan
1535,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/cos,COS Funding Opportunities ,nan,nan,nan
1536,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/un_habitat,UN Habitat: Dubai International Award,nan,nan,nan
1537,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/mohammed_bin_rashid_young_business_leaders,Mohammed bin Rashid Est. for Young Business Leaders,nan,nan,nan
1538,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/almaktoum_foundation,Mohammed bin Rashid Al Maktoum Foundation ,nan,nan,nan
1539,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/khalifa_fund,Khalifa Fund to Support & Develop Small & Medium Enterprises,nan,nan,nan
1540,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/grand_hamdan_award,Grand Hamdan International Award,nan,nan,nan
1541,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/community_development_authority,Community Development Authority ,nan,nan,nan
1542,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/national_research_foundation_NRF,National Research Foundation,nan,nan,nan
1543,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/provost_research_fellowship,Provost's Research Fellowship Awards,nan,nan,nan
1544,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/emirates_foundation,Emirates Foundation ,nan,nan,nan
1545,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/arab_research_fund,Arab Fund for Economic & Social Development ,nan,nan,nan
1546,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/rif_awarded_2009,Research Incentive Fund (RIF) Grants 2009 ,nan,nan,nan
1547,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/rif,Research Incentive Fund (RIF) Grants ,nan,nan,nan
1548,https://www.zu.ac.ae/main/en/research/funding_opportunities/_funding_links/start_up_grants_new_faculty,Start-Up Grants for New Faculty,nan,nan,nan
1549,https://www.zu.ac.ae/main/en/research/funding_opportunities/index,ZU Funding Opportunities,nan,nan,nan
1550,https://www.zu.ac.ae/main/en/research/index,Zayed University Research,"The Zayed University Office of Research supports many programs designed to enhance the research culture at Zayed University, by supporting quality research that creates new knowledge in all areas of endeavor.",nan,nan
1551,https://www.zu.ac.ae/main/en/research/about/publications_and_conferences/index,ZU Research Conferences,nan,nan,nan
1552,https://www.zu.ac.ae/main/en/research/about/publications_and_conferences/research_publications,ZU Research Publications,nan,nan,nan
1553,https://www.zu.ac.ae/main/en/research/about/research_policies,Research Policies,nan,nan,nan
1554,https://www.zu.ac.ae/main/en/research/for_researchers/research_integrity/index,Research Ethics Committee,nan,nan,nan
1555,https://www.zu.ac.ae/main/en/research/about/research_committees/index,Research Standing Committee,nan,nan,nan
1556,https://www.zu.ac.ae/main/en/research/about/staff_and_contacts,Staff and Contacts,nan,nan,nan
1557,https://www.zu.ac.ae/main/en/research/about/index,Mission & Vision ,nan,nan,nan
1558,https://www.zu.ac.ae/main/en/research/about/_hidden/facts_and_figures,Facts and Figures,nan,nan,nan
1559,https://www.zu.ac.ae/main/en/research/index,Zayed University Research,"The Zayed University Office of Research supports many programs designed to enhance the research culture at Zayed University, by supporting quality research that creates new knowledge in all areas of endeavor.",nan,nan
1560,https://www.zu.ac.ae/main/en/__index,"Zayed University, United Arab Emirates",nan,nan,nan
1561,https://www.zu.ac.ae/main/en/publications/index,Download College Books,nan,nan,nan
1562,https://www.zu.ac.ae/main/en/explore_zu/catalog/index,Zayed University Catalog 2021 - 2022,nan,nan,nan
1563,https://www.zu.ac.ae/main/en/GSD/index,Message from the Dean,"Welcome to the Deanship of Graduate Studies at Zayed University.
Graduate education is an amazing journey of exploration and discovery through scholarship in a particular field. Students exchange ideas, acquire new skills, and create new knowledge when they join our vibrant community of professionals, scholars, researchers, and educators.",nan,nan
1564,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_interdisciplinary_Studies/index,College of Interdisciplinary Studies,nan,nan,nan
1565,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_link/student_activities,Student Activities,nan,nan,nan
1566,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_link/auh_internship,Internship Placements & Career Opportunities,nan,nan,nan
1567,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_link/dxb_internship,Internship Placements & Career Opportunities,nan,nan,nan
1568,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_link/Teaching_overview,Teaching Overview,nan,nan,nan
1569,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/index,Recently Published,nan,nan,nan
1570,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Omnia_Amin,"Introduction to the Special Issue of JIWS: Activism, Solidarity, and Diversity: Feminist Movements Towards Global Sisterhood","This is the introductory article written by Dr. Omnia Amin to the Journal of International Women’s Studies that published a special issue featuring articles from the prceedings of The 5th, World Conference on Women’s Studies that was held in Bangkok, Thailand, April 25-27, 2019",nan,nan
1571,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Ileana_Baird,Dr.Ileana Baird Assistant Professor,"Dr. Ileana Baird edited the book under the title Data visualization in Enlightenment literature and culture published by Palgrave Macmillan. 
",nan,nan
1572,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Robyn_Reasearch,Ms. Robyn Albers and Hessa Rashed AlNuaimi ,"Ms. Robyn Albers and Hessa Rashed AlNuaimi published a paper “Korean Clubs in the United Arab Emirates: Promoting Intercultural Competence of Female Emiratis” (2020) in Business Communication Research and Practice journal. The article is about the significant impact that Hallyu, the “Korean Wave”, has recently had on young female Emiratis.  The university students are first interested in Korean pop music (K-pop) and Korean dramas (K-dramas) and then become more fascinated about learning Korean culture and language.  Therefore, they join Korea Clubs at universities across the UAE which is also providing a surprising benefit.  The strong interest in Korea, coupled with Korean cultural experiences within the UAE, is creating culturally competent students who are ready to join the workforce. Arab students capable of speaking Arabic, English, and Korean fluently with an understanding of Korean culture will benefit the on-going bilateral relations between the UAE and Korea. Learning Korean and learning about Korean culture has benefitted Hessa more than she could imagine.  She says, “Because of my victory, I also had the honor of being the Korean speaking host for the Emirati-Korean Cultural Festival which took place in the presence of Her Excellency Noura Al Kaabi, The Minister of Culture and Knowledge Development and President of Zayed University, as well as His Excellency Park Yang Woo, Minister of Culture, Sports and Tourism, including other Korean Officials at Zayed University”.
",nan,nan
1573,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Hamdy_Book,"Dr.Hamdy Hassan, Professor",This book seeks to discover and analyze the contradictory paths that the African state has taken through its different historical stages. ,nan,nan
1574,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Alyaa_Book,Dr. Alyaa AlBedwawi Assistant Professor,"New book release titled “The Emirates is the global capital of tolerance and peaceful coexistence: An Analytical Study in the Light of Sharia”

",nan,nan
1575,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Magdalena_Book,Dr. Magdalena Karolak Associate Professor ,"Gulf Cooperation Council Culture and Identities in the New Millennium Resilience, Transformation, (Re)Creation and Diffusion
Year: 2020
A book volume published by Palgrave. Two chapters by Dr. Magdalena Karolak Associate Professor, are devoted to the development of the music industry in the region. ",nan,nan
1576,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Rafael_Reyes_Ruiz,Rafael Reyes-Ruiz,Associate Professor Rafael Reyes-Ruiz has written his second novel The Shape of Things.,nan,nan
1577,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Faris-Al_Ali_2_,Al Faris Ali,"Assistant Professor Al Faris Ali has published the translation of The False Madeleine deals with the edges of consciousness, the miracles of the living and the inner provinces of art: poet-listening poets and a researcher who receives a nightly visit from witches; From an evening party on which Mrs. Dalloway meets Joyce; From the Moon Runes of the Hobbits and Tolkien's Love to the Dead Mother, Thomas Mann's Inner Siberia, and Flaubert's friendship with Maupassant, the three wild beasts that Proust creep, and an unknown model for Albertine; The Argentinian dreamer Jorge Luis Borges, and his veneration for Chesterton, the saint who fights a Mr. Hyde within himself. ",nan,nan
1578,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Majed_Harb,Majed Harb,Assistant Professor has published three books on curriculum,nan,nan
1579,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Faris-Al_Ali,Al Faris Ali,"Assistant Professor Al Faris AlAli has published: ""Die Verbalstämme im Arabischen und Hebräischen, 2006, Shaker Verlag, Aachen""a review of Arabic and Hebrew verb stems.",nan,nan
1580,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Tarak_Abdallah,Tarak Abdallah,"Associate Professor Tarak Abdallah published an article on the Journal Al Naciriya, June 2016",nan,nan
1581,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Martha_Chaiklin,Martha Chailkin,"Assistant Professor Martha Chaiklin has just edited a new book ""Mediated by Gifts: Politics and Society in Japan 1350-1850."" ",nan,nan
1582,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Omnia_Amin,"Introduction to the Special Issue of JIWS: Activism, Solidarity, and Diversity: Feminist Movements Towards Global Sisterhood","This is the introductory article written by Dr. Omnia Amin to the Journal of International Women’s Studies that published a special issue featuring articles from the prceedings of The 5th, World Conference on Women’s Studies that was held in Bangkok, Thailand, April 25-27, 2019",nan,nan
1583,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Ileana_Baird,Dr.Ileana Baird Assistant Professor,"Dr. Ileana Baird edited the book under the title Data visualization in Enlightenment literature and culture published by Palgrave Macmillan. 
",nan,nan
1584,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Robyn_Reasearch,Ms. Robyn Albers and Hessa Rashed AlNuaimi ,"Ms. Robyn Albers and Hessa Rashed AlNuaimi published a paper “Korean Clubs in the United Arab Emirates: Promoting Intercultural Competence of Female Emiratis” (2020) in Business Communication Research and Practice journal. The article is about the significant impact that Hallyu, the “Korean Wave”, has recently had on young female Emiratis.  The university students are first interested in Korean pop music (K-pop) and Korean dramas (K-dramas) and then become more fascinated about learning Korean culture and language.  Therefore, they join Korea Clubs at universities across the UAE which is also providing a surprising benefit.  The strong interest in Korea, coupled with Korean cultural experiences within the UAE, is creating culturally competent students who are ready to join the workforce. Arab students capable of speaking Arabic, English, and Korean fluently with an understanding of Korean culture will benefit the on-going bilateral relations between the UAE and Korea. Learning Korean and learning about Korean culture has benefitted Hessa more than she could imagine.  She says, “Because of my victory, I also had the honor of being the Korean speaking host for the Emirati-Korean Cultural Festival which took place in the presence of Her Excellency Noura Al Kaabi, The Minister of Culture and Knowledge Development and President of Zayed University, as well as His Excellency Park Yang Woo, Minister of Culture, Sports and Tourism, including other Korean Officials at Zayed University”.
",nan,nan
1585,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Alyaa_Book,Dr. Alyaa AlBedwawi Assistant Professor,"New book release titled “The Emirates is the global capital of tolerance and peaceful coexistence: An Analytical Study in the Light of Sharia”

",nan,nan
1586,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Magdalena_Book,Dr. Magdalena Karolak Associate Professor ,"Gulf Cooperation Council Culture and Identities in the New Millennium Resilience, Transformation, (Re)Creation and Diffusion
Year: 2020
A book volume published by Palgrave. Two chapters by Dr. Magdalena Karolak Associate Professor, are devoted to the development of the music industry in the region. ",nan,nan
1587,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/new-article,Ahmed Salem,"Associate Professor Ahmed Salem has recently published a new book ""Collective Security in the Arab League: Realist or Constructivist?""",nan,nan
1588,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Rafael_Reyes_Ruiz,Rafael Reyes-Ruiz,Associate Professor Rafael Reyes-Ruiz has written his second novel The Shape of Things.,nan,nan
1589,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Faris-Al_Ali_2_,Al Faris Ali,"Assistant Professor Al Faris Ali has published the translation of The False Madeleine deals with the edges of consciousness, the miracles of the living and the inner provinces of art: poet-listening poets and a researcher who receives a nightly visit from witches; From an evening party on which Mrs. Dalloway meets Joyce; From the Moon Runes of the Hobbits and Tolkien's Love to the Dead Mother, Thomas Mann's Inner Siberia, and Flaubert's friendship with Maupassant, the three wild beasts that Proust creep, and an unknown model for Albertine; The Argentinian dreamer Jorge Luis Borges, and his veneration for Chesterton, the saint who fights a Mr. Hyde within himself. ",nan,nan
1590,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Tarak_Abdallah,Tarak Abdallah,"Associate Professor Tarak Abdallah published an article on the Journal Al Naciriya, June 2016",nan,nan
1591,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Majed_Harb,Majed Harb,Assistant Professor has published three books on curriculum,nan,nan
1592,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Hamdy_Book,"Dr.Hamdy Hassan, Professor",This book seeks to discover and analyze the contradictory paths that the African state has taken through its different historical stages. ,nan,nan
1593,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Faris-Al_Ali,Al Faris Ali,"Assistant Professor Al Faris AlAli has published: ""Die Verbalstämme im Arabischen und Hebräischen, 2006, Shaker Verlag, Aachen""a review of Arabic and Hebrew verb stems.",nan,nan
1594,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_recently_published/articles/Martha_Chaiklin,Martha Chailkin,"Assistant Professor Martha Chaiklin has just edited a new book ""Mediated by Gifts: Politics and Society in Japan 1350-1850."" ",nan,nan
1595,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/index,Faculty Spotlight,nan,nan,nan
1596,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Ahmed_Salem_Conferance,"International Webinar and Book Launch ""Middle East in Focus: Peace, Prosperity, and Democracy in Muslim World""","This webinar aimed at enlightening the audience about social and political changes and conditions in the Middle East and the Muslim World in general and the processes of peace, prosperity and democratization in particular. A book on this topic in Bahasa Language was launched during the event.  A lively discussion and rich Q&A session followed the main speeches.",nan,nan
1597,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Omnia_Nawal,Dr.Omnia Amin,"International Conference on Celebrating Arab Women Agents of Change and Progress in Honor of Nawal El Saadawi Organized by the Journal of Arabic and World Literature (London, UK)
",nan,nan
1598,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Ahmed_Salem,"3rd African Studies Association of Africa (ASAA) Biennial International Conference on African and Africana Knowledges: Past Representations, Current Discourses, Future Communities","Research Presentation entitled, “Contextualizing the History of Islamic Africa: An Alternative to the Area Studies Model” at United States International University-Africa, Nairobi, Kenya by Dr. Ahmed Salem",nan,nan
1599,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Jonathan-Fulton-china,China's Foreign Minister Wang Yi made a 6-country Middle East visit in late March 2021,"China's Foreign Minister Wang Yi made a 6-country Middle East visit in late March 2021, a trip that included a stop in the UAE with the dramatic announcement that the Sinopharm vaccine would be manufactured and distributed in the Emirates.  Here are links to some of Dr. Jonathan Fulton’s writing and media engagement during the visit.",nan,nan
1600,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Timothy_Power,Timothy Power,Hamassa and the Lost Arab Capital. Assistant Professor Timothy Power discusses archeological findings with the National.,nan,nan
1601,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Rima_Sabban,Associate Professor Rima Sabban,Associate Professor Rima Sabban discussed the fundamentals of tolerance in the UAE in an interview with Gulf News,nan,nan
1602,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Nezar_Andary,Nezar Andary,Assistant Professor Nezar Andary founded the new Documentary Theater Project.,nan,nan
1603,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Jonathan_Fulton,Jonathan Fulton,"Instructor Jonathan Fulton presented a paper at the International Conference on Inter-Regional Connectivity: South Asia and Central Asia, in Lahore Pakistan.  ",nan,nan
1604,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Hamdi_Attalla,Hamdy Attalla,"Professor Hamdy Attalla presented a paper at the Arab Relations in a Changing World conference in Jordan, Nov. 2016",nan,nan
1605,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Habibul_Khondker_2,Professor Habibul Khondker,"Professor Habibul Haque Khondker at the International Sociological Association's Third Social Forum in Vienna, July 2016.",nan,nan
1606,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Habibul_Khondker,Professor Habibul Khondker,Professor Habibul Haque Khondker on the role of expatriates.,nan,nan
1607,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_humanities_and_social_sciences/_faculty_spotlight/articles/Ahmad_Aljanadbah,Ahmad Aljanadbah,"Assistant Professor Ahmad Aljanadbah discussing Teaching Second Language Skills through the Communicative Approach at Teaching Second Language Skills Conference / University of Jordan, April 2015.",nan,nan
