q_tag,path,title,summary,created-on,last-modified
2129,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Alia_Sulaiman,Alia Sulaiman,nan,nan,nan
2130,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Hakim_Hacid,Hakim Hacid ,nan,nan,nan
2131,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Monther_Aldwairi,Dr. Monther Aldwairi ,nan,nan,nan
2132,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Anoud_Bani-Hani,Dr. Anoud Bani-Hani,nan,nan,nan
2133,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Hussein_Fakhry,Dr. Hussein Fakhry ,nan,nan,nan
2134,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Asad_Khattak,Asad Khattak,nan,nan,nan
2135,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Babar_Shah,Dr. Babar_Shah,nan,nan,nan
2136,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Mohamad_Badra,Mohamad Badra,nan,nan,nan
2137,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Huwida_Said,Dr. Huwida Said ,nan,nan,nan
2138,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Maurice_Danaher,Maurice Danaher,nan,nan,nan
2139,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Muna_Bader,Muna Bader,nan,nan,nan
2140,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Fatna_Belqasmi,Dr. Fatna Belqasmi ,nan,nan,nan
2141,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Izzeddin_Asad,Izzeddin Asad,nan,nan,nan
2142,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Farkhund_Iqbal,Dr. Farkhund Iqbal ,nan,nan,nan
2143,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Munir_Majdalawieh,Dr. Munir Majdalawieh,nan,nan,nan
2144,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Nagarajan_Chandrashekaran,Nagarajan Chandrashekaran,nan,nan,nan
2145,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Abdallah_Tubaishat,Dr. Abdallah Tubaishat,nan,nan,nan
2146,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Emad_Bataineh,Dr. Emad Bataineh,nan,nan,nan
2147,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/Hind_Ahmed_AlDosari,Hind Ahmed AlDosari,nan,nan,nan
2148,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/_profiles/profile,Profile,nan,nan,nan
2149,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/faculty_and_staff/index,Faculty and Staff,nan,nan,nan
2150,https://www.zu.ac.ae/main/en/GSD/graduate-programs/cti-home,College of Technological Innovation,View the graduate programs offered by the College of Technological Innovation.,nan,nan
2151,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Minors/min_is,Minor in Information Systems,nan,nan,nan
2152,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Minors/min_soc,Minor in Interactive Social Computing,nan,nan,nan
2153,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/it_sec_net,BSIT - Specialization in Security and Network Technologies,nan,nan,nan
2154,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/it_mmd,BS in Multimedia Design,nan,nan,nan
2155,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/it_tech_ed,Bachelor of Science in Technology and Education,nan,nan,nan
2156,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/it_sys_mgmt,BS in Information Systems and Technology Management,nan,nan,nan
2157,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/_it_sec_net,BSIT - Specialization in Security and Network Technologies,nan,nan,nan
2158,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/_Majors/it_enterprise,BSIT - Specialization in Enterprise Computing,nan,nan,nan
2159,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/undergraduate_programs/index,Undergraduate Programs,nan,nan,nan
2160,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/existing_students/index,Current Students,nan,nan,nan
2161,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_new_students_unused/index,Admission Criteria,nan,nan,nan
2162,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_new_students_unused/_Videos/HCI_x264,Human Computer Interaction,nan,nan,nan
2163,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_new_students_unused/_Videos/mobile_computing_x264,Mobile Computing,nan,nan,nan
2164,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_new_students_unused/_Videos/GameDevelopment_x264,Game Development,nan,nan,nan
2165,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_new_students_unused/_Videos/Ethical_Hacking,Ethical Hacking,nan,nan,nan
2166,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/about_us/index,About the College,nan,nan,nan
2167,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/index,College of Technological Innovation,"College of Innovative Technology, Zayed University College of Innovative Technology, Zayed University Colleges",nan,nan
2168,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_course_descriptions/minor-in-Interactive-Social-Computing,Minor in Interactive Social Computing,nan,nan,nan
2169,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_course_descriptions/minor-in-Information-Systems,Minor in Information Systems,nan,nan,nan
2170,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_course_descriptions/bachelor-of-Science-in-Information-Systems-and-Technology-Management,Bachelor of Science in Information Systems and Technology Management,nan,nan,nan
2171,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_course_descriptions/bachelor-of-Science-in-Information-Technology,Bachelor of Science in Information Technology,nan,nan,nan
2172,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/contact_us,Contact Us,"College of Arts and Creative Enterprises, Zayed University College of Arts and Creative Enterprises, Zayed University Colleges",nan,nan
2173,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/Ahmed_Ali_Salem,Ahmed Ali Salem,nan,nan,nan
2174,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/_students_gallery/index,Students Gallery,nan,nan,nan
2175,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/whats_on/index,Latest News,nan,nan,nan
2176,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_arts_and_creative_enterprises/_news_items/ADArt2016,showCACE: Abu Dhabi Art 2016,"Location: Booth # CP 16, Manarat Al Saadiyat
Opening Day: 15 November; 18:00 - 21:00
Dates: 16 - 19 November; 14:00 - 22:00

The College of Arts and Creative Enterprises (CACE) Zayed University is proud to be a Community Partner during Abu Dhabi Art 2016",nan,nan
2177,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/social-media,#ZU_CACE,nan,nan,nan
2178,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/_templates/homePage,College of Arts and Creative Enterprises,"College of Arts and Creative Enterprises, Zayed University College of Arts and Creative Enterprises, Zayed University Colleges",nan,nan
2179,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_technological_innovation/index,College of Technological Innovation,"College of Innovative Technology, Zayed University College of Innovative Technology, Zayed University Colleges",nan,nan
2180,https://www.zu.ac.ae/main/en/GSD/_graduate-degree-programs/coe-home-gs,Graduate Programs,nan,nan,nan
2181,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/index1,College of Communication & Media Sciences,"College of Communication and Media Sciences, Zayed University College of Communication and Media Sciences, Zayed University Colleges",nan,nan
2182,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/contact-us,Contact Us,nan,nan,nan
2183,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/ccms_newsletters,CCMS Newsletters,nan,nan,nan
2184,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_course_descriptions/minor-in-Arabic-for-Media,Minor in Arabic for Media,nan,nan,nan
2185,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_course_descriptions/minor-in-Communication-And-Media-Sciences,Minor in Communication and Media Sciences,nan,nan,nan
2186,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_course_descriptions/bachelor-of-Science-in-Communication-and-Media-Sciences,Bachelor of Science in Communication and Media Sciences,nan,nan,nan
2187,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/Zumeff,ZUMEFF - Zayed University Middle East Film Festival,nan,nan,nan
2188,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/research,Research,nan,nan,nan
2189,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/__ccms-national-advisory-council/index,CCMS National Advisory Council,nan,nan,nan
2190,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/__ccms-national-advisory-council/_profiles/Ms._Caroline_Faraj,Ms. Caroline Faraj - Executive Manager - CNN Arabic.com,nan,nan,nan
2191,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_hidden/internships,Internships,nan,nan,nan
2192,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_hidden/zzgraduation-and-retention-rates,Graduation & Retention Rates,nan,nan,nan
2193,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_hidden/test,Contact Us,nan,nan,nan
2194,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_hidden/oldvideopage,old-videopage,nan,nan,nan
2195,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/_students_gallery/index,Students Gallery,nan,nan,nan
2196,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/news,CCMS News,nan,nan,nan
2197,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/graduation-and-retention-rates,Graduation & Retention Rates,nan,nan,nan
2198,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/ccms-e-portfolios,CCMS E-portfolios,nan,nan,nan
2199,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/diversity,Diversity and Inclusiveness,nan,nan,nan
2200,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/learning-outcomes,Learning Outcomes,nan,nan,nan
2201,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/assessment,Assessment,nan,nan,nan
2202,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/accreditation/index,Accreditation,nan,nan,nan
2203,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/TEDx,TEDx Zayed University,nan,nan,nan
2204,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/CCCConference,Cross-Cultural Communication Conference,nan,nan,nan
2205,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/register,Registration Form,nan,nan,nan
2206,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/speakers,Speakers,nan,nan,nan
2207,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/programme,Programme,nan,nan,nan
2208,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/about,About IPR ,nan,nan,nan
2209,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/index,IPR Research Symposium in Dubai,nan,nan,nan
2210,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/IPR/index,IPR Research Symposium in Dubai,nan,nan,nan
2211,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/conferences/intlwomensday2022,UN Women SDG5 Summit at Expo 2020 ,nan,nan,nan
2212,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/William_Smith,"William Smith, Associate Professor",nan,nan,nan
2213,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/William_Mc_Carthy,"William Mc Carthy, Assistant Professor",nan,nan,nan
2214,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Kund_Florian,"Kund Florian, Assistant Professor",nan,nan,nan
2215,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Mohammad_Alazaizeh,"Mohammad Alazaizeh, Associate Professor",nan,nan,nan
2216,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Ajlina_Karamehic_Muratovic,"Ajlina Karamehic-Muratovic, Associate Professor",nan,nan,nan
2217,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Narae_Kim,"Narae Kim, Assistant Professor",nan,nan,nan
2218,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Amna_Bulhoon,"Amna Bulhoon, Assistant Professor",nan,nan,nan
2219,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Hamad_Ibrahim,"Hamad Ibrahim, Assistant Professor",nan,nan,nan
2220,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Hessah_Al_Falahi,"Hessa Al Falahi, Instructor",nan,nan,nan
2221,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Stefan_Sonvilla-Weiss,"Stefan Sonvilla Weiss, Associate Professor",nan,nan,nan
2222,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Vlada_Botoric,"Vlad Botoric, Assistant Professor",nan,nan,nan
2223,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Don_Shin,"Don Shin, Professor",nan,nan,nan
2224,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Hossam_Hasan,"Hossam Hasan, Assistant Professor",nan,nan,nan
2225,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Hilke_Steenkamp,"Hilke Steenkamp, Assistant Professor",nan,nan,nan
2226,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Khaled_Gaweesh,"Khaled Gaweesh, Associate Professor",nan,nan,nan
2227,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Danica_Cigoja_Piper,"Danica Cigoja Piper, Assistant Professor",nan,nan,nan
2228,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Paolo_Mura,Paolo Mura - Assistant Dean of Research and Outreach,nan,nan,nan
2229,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Valerie_Priscilla_Goby,"Valerie Priscilla Goby, Professor",nan,nan,nan
2230,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Kyung_Sun_Lee,"Kyung Sun Lee, Assistant Professor",nan,nan,nan
2231,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Kang_Li,"Kang Li, Assistant Professor",nan,nan,nan
2232,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Tim_Wilkerson,"Tim Wilkerson, Assistant Professor",nan,nan,nan
2233,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Azmat_Rasul,"Dr. Azmat Rasul, Assistant Professor",nan,nan,nan
2234,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Raji_Ridwan,"Raji Ridwan, Assistant Professor",nan,nan,nan
2235,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Motaz_Matar,"Motaz Matar, Assistant Professor",nan,nan,nan
2236,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Effrosyni_Georgiadou,Effrosyni Georgiadou,nan,nan,nan
2237,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Nagwa_Fahmy,"Nagwa Fahmy, Associate Professor ",nan,nan,nan
2238,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Elsayed_Darwish,"Elsayed Darwish, Professor ",nan,nan,nan
2239,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Hamza_Saad_Mohamed,"Dr. Hamza Saad Mohamed, Associate Professor",nan,nan,nan
2240,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Azza_Ahmed,"Dr. Azza A. Ahmed, Professor and Coordinator of Media in Arabic",nan,nan,nan
2241,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Dwight_E_Brooks,Dwight E Brooks,nan,nan,nan
2242,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Richard_Cawood,"Richard Cawood, MFA",nan,nan,nan
2243,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/James_Lewelling,James_Lewelling,nan,nan,nan
2244,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Montiana_Ashour,Montiana Ashour,nan,nan,nan
2245,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Owen_Bennet-Jones,"Owen Bennett-Jones, Assistant Professor ",nan,nan,nan
2246,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Katia_Vianou,"Katia Vianou, Assistant Professor",nan,nan,nan
2247,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Ali_Khalil,"Ali Khalil , Assistant Professor ",nan,nan,nan
2248,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Zoe_Hurley,"Zoe Hurley, Assistant Dean - Dubai",nan,nan,nan
2249,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Fatima_AlHammadi,"Fatima AlHammadi, Digital Technology Officer",nan,nan,nan
2250,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Moraje_Amar,"Moraje Amar, Title",nan,nan,nan
2251,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzHamza_AlKhatib,"Hamza AlKhatib, du Multimedia Laboratory Specialist",nan,nan,nan
2252,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Ayesha_Saeed,"Ayesha Saeed, Administrative Assistant",nan,nan,nan
2253,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Noura_AlMaazmi,"Noura AlMaazmi, Title",nan,nan,nan
2254,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Kellie_Butler,"Kellie Butler, Adjunct Instructor",nan,nan,nan
2255,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Alejandra_Val_Cubero,"Alejandra (Maria) Val Cubero, Assistant Professor",nan,nan,nan
2256,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Anestis_Fotiadis,"Anestis Fotiadis, Associate Professor",nan,nan,nan
2257,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Alya_Hassan_Yahya_Ahmed_AlYassi,"Alya Hassan Yahya Ahmed AlYassi, Adjunct Instructor",nan,nan,nan
2258,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzSteven_Raymer,"zzSteven Raymer, Visiting Professor",nan,nan,nan
2259,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Ganga_Dhanesh,"Ganga Dhanesh, Associate Dean and Associate Professor",nan,nan,nan
2260,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzAmal_Eljazzar,"Amal Eljazzar, Adjunct Instructor",nan,nan,nan
2261,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzMelanie_Johnson,"Melanie Johnson, Adjunct Instructor",nan,nan,nan
2262,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzZoe_Hurley,"Zoe Hurley, Adjunct Instructor",nan,nan,nan
2263,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzRaquel_Cabellero,"Raquel Caballero, Adjunct Instructor",nan,nan,nan
2264,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Yulia_Medvedeva,"Yulia Medvedeva, Assistant Professor",nan,nan,nan
2265,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Michael_Ogden,"Michael Ogden, Assistant Dean and Professor",nan,nan,nan
2266,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/John_Little,"John Little, Assistant Professor",nan,nan,nan
2267,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Britt_Christensen,"Britt Christensen, Assistant Professor",nan,nan,nan
2268,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Park_Beede,"Park Beede, Graduate Programs Coordinator and Assistant Professor",nan,nan,nan
2269,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Siham_AlZahidi,"Siham AlZahidi, Academic Advisor (Dubai)",nan,nan,nan
2270,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Zelal_Wattar,"Zelal Wattar, Instructor",nan,nan,nan
2271,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Suhaila_Hassouneh,"Suhaila Hassouneh, Instructor",nan,nan,nan
2272,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzSerra_Gorpe,"Serra Gorpe, Professor",nan,nan,nan
2273,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Sascha_Ritter,"Sascha Ritter, Instructor",nan,nan,nan
2274,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Russell_Blair_Williams,"Russell Blair Williams, Assistant Dean - Abu Dhabi and Associate Professor",nan,nan,nan
2275,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Rochelle_Williams,"Rochelle Odendaal Williams, Adjunct Instructor",nan,nan,nan
2276,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Paul_Lowman,"Paul Lowman, Instructor",nan,nan,nan
2277,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzPatricia_Johnston,"Patricia Johnston, Adjunct Instructor",nan,nan,nan
2278,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzPamela_Thompson,"Pamela S. Thompson, Adjunct Instructor",nan,nan,nan
2279,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Pam_Creedon,"Pam Creedon, Acting Dean",nan,nan,nan
2280,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Noela_Michael,"Noela Michael, Assistant Professor",nan,nan,nan
2281,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Natasa_Slak_Valek,"Natasa Slak Valek, Associate Professor",nan,nan,nan
2282,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Najat_AlSaied,"Najat AlSaied, Assistant Professor",nan,nan,nan
2283,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Nadia_Rahman,"Nadia Rahman, Chair and Associate Professor",nan,nan,nan
2284,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/zzMicaela_Moraes,"Micaela Moraes, Administrative Assistant (Dubai)",nan,nan,nan
2285,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Mian_Asim,"Mian Asim, Assistant Professor and Internship Coordinator",nan,nan,nan
2286,https://www.zu.ac.ae/main/en/colleges/colleges/__college_of_comm_media_sciences/faculty-and-staff/_profiles/Maryam_AlBadi,"Maryam AlBadi, Academic Advisor",nan,nan,nan
