q_tag,path,name,created_on,last_modified
0,https://www.zu.ac.ae/main/files/contents/alumni/images/wherearethey.png,wherearethey.png,7/6/2015 17:58,7/6/2015 17:58
1,https://www.zu.ac.ae/main/files/contents/as/news/HSS-news.jpg,HSS-news.jpg,7/6/2015 18:01,7/6/2015 18:01
